movement_id,periodo,valor,porc
68798c739b36b04cf0b7c047,Sep,8.2,79.489795918367
68798c739b36b04cf0b7c047,Oct,8.1,78.520408163265
68798c739b36b04cf0b7c047,Nov,7.4,71.734693877551
68798c739b36b04cf0b7c047,Dic,8.4,81.428571428571
68798c739b36b04cf0b7c101,Ene,8.5,84.114583333333
68798c739b36b04cf0b7c101,Feb,7.3,72.239583333333
68798c739b36b04cf0b7c101,Mar,9.5,94.010416666667
68798c739b36b04cf0b7c101,Abr,8.7,86.09375
68798c739b36b04cf0b7c101,May,8.2,81.145833333333
68798c739b36b04cf0b7c101,Jun,7.8,77.1875
68798c739b36b04cf0b7c101,Jul,9.6,95
68798c739b36b04cf0b7c101,Ago,9.5,94.010416666667
68798c739b36b04cf0b7c101,Sep,7.6,75.208333333333
68798c739b36b04cf0b7c101,Oct,6.7,66.302083333333
68798c739b36b04cf0b7c101,Nov,7.5,74.21875
68798c739b36b04cf0b7c101,Dic,9.1,90.052083333333
68798c739b36b04cf0b7c245,Ene,7.9,75.808080808081
68798c739b36b04cf0b7c245,Feb,7.9,75.808080808081
68798c739b36b04cf0b7c245,Mar,9.9,95
